carat,cut,color,clarity,depth,table,price,volume
0,1,3,1,66,63,1758,120
0,5,3,4,61,57,1759,75
0,5,3,5,61,57,1759,75
0,5,6,5,61,54,1759,75
0,5,6,5,60,56,1759,75
0,5,5,3,61,56,1759,75
0,2,7,3,59,57,1759,75
0,5,4,6,62,56,1760,75
0,3,1,3,61,61,1760,75
0,4,5,4,59,59,1760,75
0,5,4,4,61,56,1760,75
0,5,6,4,61,56,1760,75
0,2,6,5,57,63,1760,75
0,1,3,5,57,62,1760,75
0,5,5,4,62,55,1760,75
0,5,5,4,62,55,1760,75
0,4,5,4,62,54,1760,75
0,5,4,5,62,56,1760,75
0,4,6,4,60,56,1760,75
0,3,6,4,63,58,1760,75
0,4,4,5,61,58,1760,75
0,4,4,5,61,60,1760,75
0,4,5,4,60,60,1760,75
0,4,5,4,59,60,1760,75
0,5,5,1,60,57,1761,75
0,5,4,4,61,55,1761,75
0,5,4,4,60,56,1761,75
0,5,5,4,62,56,1761,75
0,5,6,4,62,55,1761,75
0,3,4,6,62,56,1762,75
0,5,3,5,60,55,1762,75
0,1,1,2,66,55,1762,75
0,5,4,5,61,57,1763,75
0,2,2,3,61,63,1763,75
0,3,2,3,62,59,1763,75
0,5,7,4,60,56,1763,75
0,5,2,8,62,55,1763,75
0,4,6,4,62,58,1763,75
0,3,5,4,62,58,1764,75
0,3,1,2,61,58,1764,75
0,3,4,6,62,57,1764,75
0,2,4,6,63,57,1764,75
0,5,6,5,61,57,1764,75
0,4,1,6,60,58,1764,75
0,5,7,7,61,56,1764,32
0,5,3,5,62,57,1764,75
0,4,5,5,60,59,1764,75
0,4,4,2,59,61,1764,75
0,4,4,2,62,57,1764,75
0,5,7,3,59,60,1764,75
0,5,6,4,62,56,1765,75
0,5,5,5,60,56,1765,75
0,5,4,6,62,57,1766,75
0,5,4,6,61,54,1766,75
0,5,3,7,62,56,1766,75
0,5,3,3,61,55,1766,75
0,4,5,3,59,60,1766,75
0,4,5,5,59,58,1766,75
0,5,6,4,59,57,1767,75
0,5,7,4,60,56,1767,75
0,3,6,5,59,58,1767,75
0,5,3,7,62,53,1767,75
0,5,5,5,62,56,1767,75
0,5,1,2,61,55,1767,75
0,2,3,5,62,54,1767,75
0,2,7,3,57,60,1767,75
0,5,6,4,61,57,1767,75
0,5,6,4,61,55,1767,75
0,5,6,4,61,56,1767,75
0,5,7,4,61,56,1768,75
0,3,4,6,60,56,1768,75
0,3,4,6,62,59,1768,75
0,5,6,4,60,55,1768,75
0,5,6,4,60,57,1768,75
0,3,6,2,61,57,1769,75
0,5,4,4,61,57,1769,75
0,5,7,4,60,57,1769,75
0,5,6,3,60,57,1769,75
0,2,4,6,64,58,1769,75
0,4,5,4,61,58,1769,75
0,3,6,4,61,57,1770,75
0,5,3,5,61,55,1770,75
0,4,7,3,58,61,1770,75
0,1,7,2,67,58,1770,75
0,4,5,5,60,59,1770,75
0,4,4,5,62,58,1770,75
0,3,3,6,61,57,1771,75
0,2,3,3,64,58,1771,75
0,2,6,4,60,61,1771,75
0,4,6,3,59,60,1771,75
0,3,7,3,63,61,1771,75
0,5,5,5,61,54,1772,75
0,5,5,5,60,57,1772,75
0,3,5,4,62,57,1772,75
0,5,6,5,60,57,1772,75
0,5,3,5,62,53,1772,75
0,5,4,5,61,55,1772,75
0,3,4,4,62,59,1773,75
0,3,6,4,63,54,1773,75
0,3,2,6,62,54,1773,75
0,5,6,5,61,56,1773,75
0,4,5,5,61,59,1773,75
0,1,3,1,68,59,1773,120
0,4,2,3,61,56,1774,75
0,3,5,4,58,58,1774,75
0,4,7,4,61,58,1774,75
0,5,7,4,61,57,1774,75
0,5,7,4,62,57,1774,75
0,2,1,4,63,58,1774,75
0,5,3,7,61,54,1774,75
0,5,4,4,62,57,1774,75
0,5,6,4,61,56,1774,75
0,5,5,5,61,57,1774,75
0,5,7,3,61,57,1774,75
0,2,2,3,63,63,1774,75
0,2,2,3,60,64,1774,75
0,4,7,4,60,57,1775,75
0,4,6,5,62,59,1775,75
0,4,1,4,62,62,1775,75
0,5,3,7,62,56,1775,75
0,2,7,5,60,56,1775,75
0,4,6,2,58,61,1775,75
0,3,2,2,63,59,1775,75
0,5,5,2,60,56,1776,75
0,2,6,5,63,56,1776,75
0,3,6,5,63,56,1776,75
0,5,3,7,61,55,1776,75
0,5,3,7,61,55,1776,75
0,5,6,4,62,57,1776,75
0,1,5,3,55,60,1776,32
0,3,7,3,62,55,1777,75
0,3,7,3,60,58,1777,75
0,3,5,4,61,56,1777,75
0,3,5,4,62,55,1777,75
0,5,6,3,60,57,1777,75
0,2,4,5,59,62,1777,75
0,3,7,3,63,57,1777,75
0,4,5,3,63,59,1777,75
0,4,4,1,61,59,1777,108
0,4,7,2,62,59,1777,75
0,5,6,4,62,55,1778,75
0,3,7,7,62,56,1778,48
0,3,5,5,59,57,1778,75
0,3,6,5,61,59,1778,75
0,5,5,5,61,57,1778,75
0,5,3,7,60,57,1778,75
0,5,5,5,62,57,1778,75
0,5,5,5,62,55,1778,75
0,5,5,5,62,55,1778,75
0,3,5,6,60,61,1778,75
0,3,5,5,61,56,1778,75
0,5,6,7,61,55,1778,32
0,5,6,7,61,56,1778,32
0,5,6,3,61,55,1778,75
0,2,6,6,60,62,1778,60
0,4,6,4,63,59,1778,75
0,1,6,5,62,67,1778,75
0,5,5,4,60,56,1778,75
0,4,5,4,59,58,1778,75
0,5,4,6,61,56,1779,75
0,5,7,5,62,57,1779,75
0,5,7,5,62,57,1779,75
0,5,2,8,61,55,1779,75
0,5,5,7,61,55,1779,60
0,5,6,3,62,53,1779,75
0,5,7,3,61,56,1779,75
0,3,4,7,60,55,1780,75
0,5,3,5,61,55,1780,75
0,5,3,3,60,55,1780,75
0,5,3,7,60,56,1781,75
0,5,3,7,61,56,1781,75
0,5,3,7,61,56,1781,75
0,5,4,5,62,54,1781,75
0,5,4,5,59,57,1781,75
0,5,4,5,62,55,1781,75
0,5,4,5,61,55,1781,75
0,4,4,5,61,58,1781,75
0,5,4,5,61,55,1781,75
0,5,4,5,62,55,1781,75
0,4,4,5,62,58,1781,75
0,4,4,5,62,60,1781,75
0,5,4,5,61,56,1781,75
0,5,4,5,62,56,1781,75
0,4,4,5,62,58,1781,75
0,4,4,5,62,52,1781,75
0,5,4,5,62,56,1781,75
0,5,4,5,62,57,1781,75
0,4,6,4,60,56,1781,75
0,4,6,4,60,59,1781,75
0,5,6,4,61,55,1781,75
0,5,6,4,61,54,1781,75
0,5,6,4,60,57,1781,75
0,5,6,4,60,56,1781,75
0,5,6,4,61,57,1781,75
0,4,6,4,61,58,1781,75
0,4,6,4,61,60,1781,75
0,4,6,4,61,58,1781,75
0,5,6,4,61,56,1781,75
0,5,6,4,61,56,1781,75
0,4,6,4,61,60,1781,75
0,5,6,4,62,56,1781,75
0,5,6,4,62,57,1781,75
0,5,6,4,61,57,1781,75
0,5,6,4,62,55,1781,75
0,3,6,4,63,56,1781,75
0,5,6,4,62,55,1781,75
0,4,6,4,61,59,1781,75
0,4,6,4,62,59,1781,75
0,5,6,4,62,57,1781,75
0,5,6,4,61,57,1781,75
0,2,6,4,56,59,1781,75
0,3,5,4,60,63,1781,75
0,4,4,5,62,59,1781,75
0,5,1,5,62,56,1782,75
0,5,4,3,61,56,1782,75
0,5,7,4,61,56,1783,75
0,5,7,4,61,56,1783,75
0,4,7,4,62,59,1783,75
0,5,7,4,60,57,1783,75
0,5,7,3,61,55,1783,75
0,2,6,2,57,58,1783,75
0,2,6,2,57,58,1783,75
0,3,4,6,61,58,1784,75
0,3,5,4,61,56,1784,75
0,5,4,6,62,54,1784,75
0,5,4,6,61,56,1784,75
0,1,5,5,57,59,1784,75
0,5,6,3,62,58,1784,75
1,1,1,1,65,59,1784,144
0,3,6,4,61,57,1785,75
0,3,6,3,58,59,1785,75
0,3,7,3,60,58,1785,75
0,4,1,3,62,58,1785,75
0,2,4,5,60,61,1785,75
0,4,2,2,61,60,1786,75
0,4,6,4,60,58,1786,75
0,5,4,5,61,55,1786,75
0,5,4,5,60,55,1786,75
0,3,6,4,61,57,1786,75
0,3,4,5,62,57,1786,75
0,3,6,4,61,56,1786,75
0,5,6,4,60,56,1786,75
0,2,3,5,61,60,1786,75
0,4,3,6,60,60,1786,75
0,4,5,4,59,57,1786,75
0,4,5,4,59,58,1786,75
0,5,5,4,60,55,1786,75
0,5,5,4,60,56,1786,75
0,5,5,4,61,57,1786,75
0,5,5,4,62,57,1786,75
0,4,5,4,61,58,1786,75
0,5,5,4,62,56,1786,75
0,5,7,3,60,57,1786,75
0,5,7,3,60,56,1786,75
0,5,7,3,62,56,1786,75
0,4,7,3,60,60,1786,75
0,4,7,3,62,56,1786,75
0,5,7,3,61,56,1786,75
0,4,7,3,62,55,1786,75
0,4,7,3,62,58,1786,75
0,5,7,3,62,57,1786,75
0,5,7,3,62,57,1786,75
0,3,7,4,63,55,1786,75
0,1,2,1,67,60,1786,75
0,5,4,6,61,56,1787,75
0,5,7,4,62,55,1787,75
0,3,7,4,60,60,1787,75
0,3,7,4,61,59,1787,75
0,5,7,4,61,55,1787,75
0,5,7,4,61,55,1787,75
0,5,7,4,61,56,1787,75
0,5,7,4,62,55,1787,75
0,5,7,4,62,57,1787,75
0,4,3,5,61,59,526,32
0,3,4,4,62,60,526,32
0,5,3,5,61,55,526,32
0,4,3,5,62,58,526,32
0,4,3,5,62,60,526,32
0,4,3,5,62,59,526,32
0,4,6,3,60,60,526,32
0,5,3,5,62,57,526,32
0,5,4,4,61,56,526,32
0,3,6,3,60,56,526,32
0,5,3,5,62,55,526,32
0,3,6,3,62,56,526,32
0,2,4,4,63,57,526,32
0,3,6,3,62,56,526,32
0,3,6,3,62,60,526,32
0,2,6,3,63,59,526,32
0,5,4,4,61,56,526,32
0,2,6,3,63,58,526,32
0,4,2,6,61,58,526,32
0,2,6,3,63,56,526,32
0,3,2,6,60,63,526,32
0,3,6,3,62,57,526,32
0,4,6,3,61,60,526,32
0,3,1,3,61,58,526,32
0,4,6,3,60,58,526,32
0,3,6,3,62,60,526,32
0,3,4,4,60,61,526,32
0,3,6,3,61,58,526,32
0,3,4,4,63,55,526,32
0,2,3,5,63,57,526,32
0,4,7,4,59,58,1787,75
0,5,7,4,61,57,1787,75
0,5,7,4,61,57,1787,75
0,5,7,4,61,57,1787,75
0,5,7,4,61,55,1787,75
0,5,7,4,61,55,1787,75
0,5,7,4,62,56,1787,75
0,5,7,4,61,56,1787,75
0,5,7,4,62,55,1787,75
0,5,7,4,61,55,1787,75
0,5,7,4,61,55,1787,75
0,5,7,4,61,55,1787,75
0,5,7,4,60,56,1787,75
0,5,5,5,62,56,1787,75
0,5,3,7,62,55,1787,75
0,1,5,1,68,54,1787,144
0,3,1,2,61,59,1788,75
0,3,1,2,60,58,1788,75
0,2,2,3,62,63,1788,75
0,1,5,5,64,61,1788,75
0,3,6,4,62,55,1789,75
0,5,6,4,61,56,1789,75
0,5,4,4,62,54,1789,75
0,4,4,4,61,57,1789,75
0,4,6,3,61,60,1789,75
0,5,6,3,62,55,1789,75
0,5,6,3,61,56,1789,75
0,5,6,3,62,55,1789,75
0,5,6,3,62,57,1789,75
0,1,1,1,73,60,1789,120
0,3,2,7,63,57,1790,75
0,5,1,6,62,56,1790,75
0,2,3,2,62,57,1790,75
0,2,2,3,62,59,1790,75
0,5,2,3,61,57,1790,75
0,3,4,2,58,63,1790,75
0,5,6,3,61,56,1790,75
0,5,5,4,62,56,1790,75
0,5,5,4,62,55,1790,75
0,5,3,5,61,55,1790,75
0,3,4,6,63,58,1791,60
0,5,4,5,61,57,1791,75
0,5,6,5,62,57,1791,75
0,5,6,5,60,55,1791,75
0,5,4,8,61,55,1791,75
0,2,4,6,64,56,1791,75
0,1,4,6,62,67,1791,60
0,5,6,4,61,57,1792,75
0,5,7,5,61,54,1792,75
0,1,7,7,65,64,1792,60
0,4,4,5,59,62,1792,75
0,5,4,5,61,57,1792,75
0,5,6,4,61,56,1792,75
0,5,6,4,61,57,1792,75
0,1,5,2,64,57,1792,75
0,4,1,4,62,58,1792,75
0,4,5,2,61,59,1792,75
0,3,5,2,63,59,1792,75
0,2,5,2,64,58,1792,75
0,5,6,5,62,57,1793,75
0,5,6,5,62,56,1793,75
0,5,6,3,60,56,1793,75
0,5,7,3,61,59,1793,75
0,2,4,4,64,57,1793,75
0,2,4,4,59,61,1793,75
0,2,6,2,56,61,1793,75
0,2,6,3,61,61,1793,75
0,4,6,5,61,58,1793,75
0,3,7,4,63,58,1793,75
0,3,7,4,63,56,1793,75
0,3,7,4,63,56,1793,75
0,4,3,5,59,61,1793,75
0,3,4,6,62,57,1794,75
0,5,4,6,62,55,1794,75
0,4,6,3,61,59,1794,75
0,3,7,5,60,59,1795,75
0,2,7,5,64,54,1795,75
0,3,2,2,62,58,1795,75
0,3,2,2,59,58,1795,75
0,5,4,4,62,56,1795,75
0,5,6,4,61,57,1795,75
0,3,7,4,62,60,1796,75
0,4,2,1,59,58,1796,108
0,5,4,6,62,54,1797,75
0,5,5,4,60,55,1798,75
0,5,5,4,62,57,1798,75
0,5,3,8,61,55,1798,75
0,3,3,2,63,55,1799,75
0,3,3,8,61,60,1799,75
0,5,4,6,62,53,1799,75
0,3,7,4,62,57,1799,75
0,5,5,5,62,55,1799,75
0,1,3,2,66,60,1799,75
0,2,3,2,64,58,1799,75
0,1,2,3,64,54,1799,75
0,4,7,3,62,58,1799,75
0,4,2,3,60,57,1799,75
0,4,5,5,60,57,1799,75
0,3,4,7,62,57,1800,75
0,2,4,6,63,54,1800,75
0,2,4,6,63,58,1800,75
0,2,4,6,63,57,1800,75
0,5,6,3,61,56,1800,75
0,5,4,7,61,55,1800,75
0,5,3,5,60,56,1800,75
0,5,5,5,61,57,1800,75
0,4,4,4,63,58,1800,75
0,5,3,6,61,56,1800,75
0,5,3,2,62,56,1800,75
0,3,2,7,61,56,1801,75
0,3,6,5,60,58,1801,75
0,5,4,6,62,57,1801,75
0,2,5,5,60,61,1801,75
0,3,2,2,63,56,1801,75
0,5,6,4,61,56,1801,75
0,5,6,4,61,56,1801,75
0,4,6,5,60,60,1801,75
0,5,7,4,60,56,1802,75
0,1,1,5,64,60,1802,75
0,5,7,4,61,55,1802,75
0,4,5,3,60,58,1802,75
0,1,3,3,65,59,1803,75
0,5,4,5,61,56,1803,75
0,5,4,5,61,55,1803,75
0,5,7,3,61,55,1803,75
0,5,5,4,61,57,1803,75
0,5,4,5,64,54,1803,75
0,4,2,2,60,60,1803,75
0,3,7,5,62,60,1804,75
0,5,4,5,61,55,1804,75
0,3,5,4,62,60,1805,75
0,3,1,2,60,61,1805,75
0,5,5,5,61,55,1805,75
0,5,2,7,62,56,1805,75
1,1,2,1,68,56,1805,144
0,3,6,5,62,59,1806,75
0,3,6,5,59,60,1806,75
0,3,6,5,60,60,1806,75
0,2,6,5,58,61,1806,75
0,2,5,8,57,58,1806,50
0,2,5,8,56,61,1806,50
0,3,4,6,63,57,1806,75
0,4,4,6,62,61,1806,75
0,4,4,6,62,61,1806,75
0,4,4,6,60,62,1806,75
0,2,4,6,63,58,1806,75
0,2,4,6,63,56,1806,75
0,3,7,2,63,58,1806,75
0,2,5,2,63,56,1806,75
0,4,5,2,60,57,1806,75
0,4,5,2,60,58,1806,75
0,5,5,4,60,62,1806,75
0,5,3,6,61,57,1806,75
0,1,7,2,65,57,1806,75
0,4,7,2,59,59,1806,75
0,4,5,2,61,59,1806,75
0,3,6,4,62,59,1807,75
0,3,3,2,63,59,1807,75
0,3,1,3,62,58,1807,75
0,5,4,4,60,56,1807,75
0,4,7,4,62,59,1807,75
0,4,7,4,62,59,1807,75
0,4,7,4,62,60,1807,75
0,5,7,4,61,57,1807,75
0,4,7,5,62,58,1807,75
0,4,7,4,60,58,1808,75
0,4,4,2,59,59,1808,75
0,4,7,4,60,61,1808,75
0,1,3,3,64,57,1808,75
0,4,6,2,59,60,1808,75
0,5,7,4,61,55,1808,75
0,4,3,2,60,61,1808,75
0,1,3,1,60,62,1808,108
0,1,3,1,67,62,1808,120
0,5,3,5,63,56,1808,75
0,5,6,4,61,57,1809,75
0,5,6,4,62,54,1809,75
0,5,3,7,61,57,1809,75
0,5,5,4,60,56,1809,75
0,5,6,4,60,56,1809,75
0,5,7,4,62,56,1809,75
0,5,4,5,61,56,1809,75
0,5,5,5,61,57,1809,75
0,4,5,3,61,59,1809,75
0,5,4,3,62,54,1809,75
0,2,1,3,63,57,1809,75
0,3,4,2,63,60,1809,75
0,5,4,7,62,53,1810,75
0,5,7,5,62,55,1810,75
0,5,7,3,61,55,1810,75
0,5,5,4,61,60,1811,75
0,2,4,3,62,59,1811,75
0,1,3,5,67,55,1811,75
0,5,5,3,61,56,1811,75
0,4,6,3,61,58,1811,75
0,5,5,5,62,57,1812,75
0,5,5,5,61,56,1812,75
0,5,5,5,62,55,1812,75
0,5,5,5,62,55,1812,75
0,5,5,5,62,55,1812,75
0,4,6,3,62,58,1812,75
0,4,6,3,60,59,1812,75
0,4,7,4,61,62,1812,75
0,2,6,4,57,62,1812,75
0,3,5,5,59,63,1812,75
0,3,5,4,60,57,1813,75
0,3,5,5,61,58,1813,75
0,5,4,6,60,56,1813,75
0,3,4,6,61,57,1813,75
0,5,7,5,61,55,1813,75
0,2,4,6,58,62,1813,75
0,4,4,5,60,58,1813,75
0,5,4,5,61,55,1813,75
0,5,4,5,61,56,1813,75
0,5,4,5,62,54,1813,75
0,4,4,5,62,58,1813,75
0,5,4,5,61,56,1813,75
0,5,4,5,62,57,1813,75
0,5,4,5,62,55,1813,75
0,5,6,4,60,57,1813,75
0,4,6,4,59,58,1813,75
0,5,6,4,61,55,1813,75
0,5,6,4,61,55,1813,75
0,5,6,4,61,56,1813,75
0,4,6,4,61,57,1813,75
0,5,6,4,61,56,1813,75
0,5,6,4,61,56,1813,75
0,5,6,4,62,54,1813,75
0,5,6,4,62,56,1813,75
0,4,6,4,60,60,1813,75
0,5,6,4,62,56,1813,75
0,5,3,6,60,57,1814,75
0,5,3,2,61,55,1814,75
0,4,2,4,61,59,1814,75
0,5,4,2,61,57,1814,75
0,4,4,2,62,62,1814,75
0,4,5,4,62,55,1814,75
0,3,4,2,63,57,1814,75
0,4,1,4,62,58,1814,75
0,5,4,8,62,54,1814,60
0,1,2,4,66,56,1814,75
0,5,5,4,62,57,1814,75
0,5,5,4,61,55,1814,75
0,4,3,6,59,57,1814,75
0,5,5,4,62,55,1814,75
0,4,7,3,61,52,1814,75
0,5,5,4,61,54,1814,75
0,5,7,3,61,56,1814,75
0,5,7,3,61,57,1814,75
0,5,7,3,60,57,1814,75
0,4,7,3,59,60,1814,75
0,4,7,3,60,59,1814,75
0,5,7,3,62,56,1814,75
0,4,7,3,61,58,1814,75
0,4,7,3,60,60,1814,75
0,4,7,3,61,58,1814,75
0,5,7,3,62,56,1814,75
0,5,3,7,61,57,1814,75
0,3,2,2,63,62,1814,75
0,3,1,4,63,60,1814,75
0,1,5,4,57,67,1814,75
0,4,5,6,60,58,1814,75
0,3,5,3,60,63,1814,75
0,5,5,5,60,56,1814,75
0,4,4,2,59,60,1814,75
0,5,4,5,61,55,1815,75
0,5,4,5,60,57,1815,75
0,5,1,3,62,55,1815,75
0,5,1,3,62,54,1815,75
0,5,4,5,62,56,1815,75
0,3,4,5,63,55,1815,75
0,4,4,5,61,56,1815,75
0,5,4,5,61,55,1815,75
0,5,4,5,61,55,1815,75
0,4,4,5,61,58,1815,75
0,5,4,5,60,55,1815,75
0,5,4,5,62,57,1815,75
0,4,4,5,62,59,1815,75
0,4,4,5,61,60,1815,75
0,5,4,5,62,55,1815,75
0,5,4,5,62,56,1815,75
0,4,4,5,62,59,1815,75
0,4,4,5,62,60,1815,75
0,5,6,4,61,55,1815,75
0,5,6,4,60,57,1815,75
0,5,6,4,59,57,1815,75
0,5,6,4,61,57,1815,75
0,4,6,4,60,60,1815,75
0,4,6,4,60,58,1815,75
0,5,6,4,61,55,1815,75
0,4,6,4,60,57,1815,75
0,5,6,4,62,55,1815,75
0,4,6,4,62,56,1815,75
0,5,6,4,61,55,1815,75
0,5,6,4,61,56,1815,75
0,5,6,4,61,56,1815,75
0,4,6,4,62,57,1815,75
0,5,6,4,62,56,1815,75
0,5,6,4,62,57,1815,75
0,3,4,4,63,55,1815,75
0,5,3,5,62,56,526,32
0,5,4,4,62,53,526,32
0,3,2,6,61,61,526,32
0,4,6,3,59,58,526,32
0,4,4,4,61,60,526,32
0,3,3,5,60,61,526,32
0,4,2,5,61,59,527,32
0,3,2,4,62,54,527,32
0,5,3,6,62,56,527,32
0,5,4,5,62,53,527,32
0,4,1,3,61,60,527,32
0,1,5,3,65,56,527,32
0,2,5,3,61,60,528,32
0,5,6,3,63,55,528,32
0,2,3,3,64,55,528,32
0,3,1,8,60,54,529,32
0,5,2,6,61,56,529,32
0,5,3,4,61,57,529,32
0,5,2,5,61,55,529,32
0,5,2,5,61,55,529,32
0,5,2,5,60,56,529,32
0,4,6,3,60,58,529,32
0,2,2,3,63,57,529,32
0,4,7,2,62,58,530,32
0,3,5,6,59,57,530,24
0,3,5,6,59,57,530,32
0,3,5,6,60,58,530,24
0,3,5,6,61,58,530,18
0,3,5,6,59,58,530,32
0,3,5,6,62,58,530,18
0,4,5,5,61,54,1815,75
0,4,7,3,61,60,1815,75
0,5,4,5,61,56,1815,75
0,5,7,3,61,57,1816,75
0,5,7,3,61,56,1816,75
0,3,7,3,62,54,1816,75
0,2,4,2,63,58,1816,75
0,5,6,7,62,53,1816,48
0,5,6,4,62,55,1816,75
0,2,4,4,58,66,1816,75
0,2,6,2,64,56,1816,75
0,4,5,3,61,58,1816,75
0,3,4,5,61,55,1817,75
0,3,1,3,60,61,1817,75
0,3,7,4,61,55,1817,75
0,5,7,4,61,55,1817,75
0,4,3,2,61,58,1817,75
0,5,3,2,61,57,1817,75
0,5,6,6,61,56,1817,48
0,3,2,5,61,55,1818,75
0,5,4,6,60,56,1818,75
0,5,4,6,62,54,1818,75
0,5,4,6,62,56,1818,75
0,5,5,8,61,57,1818,32
0,5,5,5,60,57,1818,75
0,4,7,4,61,58,1818,75
0,2,5,2,64,58,1818,75
0,2,4,2,63,58,1819,75
0,5,6,4,61,55,1819,75
0,5,6,4,60,56,1819,75
0,5,6,4,61,57,1819,75
0,3,4,5,60,59,1819,75
0,4,6,4,62,58,1819,75
0,3,6,4,61,56,1819,75
0,5,6,4,60,57,1819,75
0,3,6,4,61,55,1819,75
0,5,6,4,61,54,1819,75
0,5,4,5,62,55,1819,75
0,4,4,5,62,58,1819,75
0,5,6,4,62,57,1819,75
0,4,4,5,61,60,1819,75
0,4,6,4,61,59,1819,75
0,3,6,4,62,57,1819,75
0,5,6,4,61,56,1819,75
0,5,4,5,60,56,1819,75
0,3,6,4,61,61,1819,75
0,4,6,5,61,58,1819,75
0,5,3,7,62,54,1819,75
0,5,5,5,62,56,1819,75
0,5,6,4,61,56,1819,75
0,5,6,4,60,56,1819,75
0,5,6,4,60,57,1819,75
0,4,5,4,61,56,1819,75
0,5,5,4,61,56,1819,75
0,5,5,4,61,57,1819,75
0,5,5,4,61,56,1819,75
0,5,5,4,61,57,1819,75
0,5,7,3,60,56,1819,75
0,4,7,3,61,58,1819,75
0,4,7,3,60,58,1819,75
0,4,7,3,61,58,1819,75
0,4,7,2,62,56,1819,75
0,4,4,5,60,57,1819,75
0,4,4,5,61,57,1819,75
0,4,7,4,59,57,1819,75
0,3,7,4,63,57,1819,75
0,5,7,4,62,54,1819,75
0,5,3,5,61,56,1820,75
0,5,7,3,62,55,1820,75
0,5,5,4,61,57,1820,75
0,3,5,5,61,59,1821,75
0,3,6,2,63,54,1821,75
0,4,2,2,60,58,1821,75
0,3,1,4,62,61,1821,75
0,5,4,4,62,55,1821,75
0,5,4,4,61,55,1821,75
0,2,3,6,60,60,1821,75
0,2,4,4,61,62,1821,75
0,2,4,4,59,61,1821,75
0,5,7,3,61,56,1821,75
0,2,7,3,63,56,1821,75
0,3,6,5,63,58,1822,75
0,3,6,5,62,56,1822,75
0,5,7,4,61,55,1822,75
0,5,7,4,61,55,1822,75
0,5,7,4,61,56,1822,75
0,5,7,4,62,56,1822,75
0,5,7,4,62,54,1822,75
0,5,7,4,61,56,1822,75
0,5,7,4,61,55,1822,75
0,5,7,4,61,56,1822,75
0,5,7,4,62,56,1822,75
0,5,7,4,61,57,1822,75
0,5,7,4,62,56,1822,75
0,4,7,4,61,58,1822,75
0,3,7,4,60,56,1822,75
0,5,7,4,61,56,1822,75
0,5,7,4,61,57,1822,75
0,5,7,4,62,55,1822,75
0,5,7,4,62,53,1822,75
0,5,4,5,62,56,1822,75
0,5,3,3,62,57,1822,75
0,4,3,3,62,58,1822,75
0,5,6,5,62,55,1823,75
0,4,4,4,62,55,1823,75
0,5,4,5,60,57,1824,75
0,2,1,2,58,58,1824,75
0,2,1,2,61,64,1824,75
0,4,3,2,60,57,1824,75
0,5,6,7,61,56,1824,32
0,5,6,7,61,55,1824,32
0,5,4,6,62,59,1825,75
0,5,7,4,61,56,1825,75
0,5,6,4,62,54,1825,75
0,5,6,4,61,57,1825,75
0,4,7,4,59,58,1825,75
0,3,7,4,63,55,1825,75
0,4,3,2,61,60,1826,75
0,3,6,4,59,56,1826,75
0,1,1,4,64,56,1826,75
0,5,7,5,60,57,1826,75
0,5,1,2,61,57,1826,75
0,3,4,6,62,54,1827,75
0,5,4,6,62,56,1827,75
0,5,4,6,61,56,1827,75
0,4,3,6,62,59,1827,75
0,5,6,7,61,57,1827,32
0,4,1,3,63,56,1827,75
0,5,6,5,60,57,1827,75
0,1,1,3,55,66,1827,108
0,4,6,2,62,59,1827,75
0,4,1,3,61,59,1827,75
0,5,4,1,61,57,1827,108
0,3,2,6,61,59,1828,75
0,3,4,3,62,58,1828,75
0,3,7,3,58,58,1828,75
0,3,1,3,58,62,1828,108
0,5,5,4,61,56,1828,75
0,5,3,5,61,54,1828,75
0,2,4,3,59,60,1828,75
0,4,7,4,59,61,1828,75
0,3,7,4,63,56,1828,75
0,3,7,4,63,57,1828,75
0,4,2,1,62,56,1828,108
0,1,3,3,65,57,1828,75
0,1,6,2,70,56,1828,75
0,4,6,3,60,59,1828,75
0,3,7,5,62,57,1829,75
0,3,6,3,62,55,1829,75
0,5,4,6,61,55,1829,75
0,5,4,7,62,56,1829,75
0,5,7,3,61,57,1829,75
0,3,6,5,61,59,1830,75
0,3,3,3,62,57,1830,75
0,5,5,5,61,56,1830,75
0,4,6,3,61,58,1830,75
0,5,6,3,61,56,1830,75
0,5,4,5,60,55,1830,75
0,3,6,4,61,59,1831,50
0,4,6,5,61,58,1831,75
0,4,6,5,61,58,1831,75
0,2,7,4,58,60,1831,75
0,5,3,4,62,54,1831,75
0,5,1,3,62,56,1832,75
0,5,5,5,62,57,1832,75
0,5,1,2,60,57,1832,75
0,2,3,5,59,60,1832,75
0,5,7,4,61,57,1832,75
0,5,5,4,61,57,1832,75
0,1,3,4,62,70,1832,75
0,5,1,5,62,55,1832,75
0,4,5,5,60,58,1832,75
0,3,5,4,59,63,1832,75
0,3,4,6,59,56,1833,75
0,3,4,6,63,57,1833,75
0,5,4,6,62,56,1833,75
0,5,5,7,61,55,1833,48
0,5,4,4,61,57,1833,75
0,5,4,4,61,55,1833,75
0,5,1,2,61,54,1833,75
0,4,6,6,60,58,1833,75
0,4,4,5,59,58,1833,75
0,5,3,6,61,56,1834,75
0,5,5,4,60,56,1834,75
0,5,6,5,61,56,1834,60
0,5,6,5,61,55,1834,48
0,5,6,5,60,56,1834,75
0,5,7,5,60,56,1835,75
0,5,4,6,62,57,1835,75
0,4,4,6,61,58,1835,75
0,5,7,3,61,57,1835,75
0,4,7,3,62,57,1835,75
